locus,ClinVar_ID,Pearl,Label,Category,transform,SFI,spectral_gap_disruption,spectral_gap_wt,spectral_gap_mut,eigenvalue_shifts_mean,eigenvector_angles_mean
HBB,VCV000869358,True,Pathogenic,frameshift,degree_preserving_null,0.9540647368178887,0.0015320530202257415,0.0005771238756804982,0.0021091768959062398,0.0018763714004274368,0.9651505553699565
HBB,VCV000869358,True,Pathogenic,frameshift,weight_shuffled_null,1.1702483602880283,0.04953735118592173,0.08960885729630519,0.04007150611038346,0.04377628101420785,0.9444655573801681
HBB,VCV000015470,True,Pathogenic,promoter,baseline,0.5478426340225242,0.0002869844671037694,0.042702653249294294,0.042415668782190524,0.010900211941421087,0.45843913024238625
HBB,VCV000015470,True,Pathogenic,promoter,threshold_keep_0.75,0.6200133533277212,0.0003390902535093804,0.04271369563047624,0.042374605376966856,0.010524064651723062,0.6636505956420071
HBB,VCV000015470,True,Pathogenic,promoter,threshold_keep_0.50,0.6184341786960685,0.0009088213517928212,0.04079366584998553,0.03988484449819271,0.008490308362390724,0.6649109709783662
HBB,VCV000015470,True,Pathogenic,promoter,window_40,0.1805294485857572,0.008284221010285128,0.06988272936259456,0.07816695037287968,0.02692932232171063,0.3597808697022368
HBB,VCV000015470,True,Pathogenic,promoter,window_30,0.623326583383278,0.016199037535572086,0.08388831327761972,0.10008735081319181,0.06417200931110197,0.7076020161853404
HBB,VCV000015470,True,Pathogenic,promoter,coverage_keep_0.75,0.47103724327049723,0.002392762126310649,0.031079397112064533,0.03347215923837518,0.014298862863677826,0.7939301192565842
HBB,VCV000015470,True,Pathogenic,promoter,coverage_keep_0.50,0.9083492789657882,0.0019343657542608868,0.020442431934926956,0.01850806618066607,0.008014983112037272,1.2147571404173334
HBB,VCV000015470,True,Pathogenic,promoter,degree_preserving_null,1.0533372449189338,0.002352992397991994,0.00014453009352613982,0.0024975224915181338,0.003496590675019962,1.0734457251806342
HBB,VCV000015470,True,Pathogenic,promoter,weight_shuffled_null,1.037328993827453,0.04601718297066376,0.03941011478378997,0.08542729775445373,0.01982175686650079,0.967782899538618
HBB,VCV000015471,True,Pathogenic,promoter,baseline,0.5478426340225242,0.0002869844671037694,0.042702653249294294,0.042415668782190524,0.010900211941421087,0.45843913024238625
HBB,VCV000015471,True,Pathogenic,promoter,threshold_keep_0.75,0.6200133533277212,0.0003390902535093804,0.04271369563047624,0.042374605376966856,0.010524064651723062,0.6636505956420071
HBB,VCV000015471,True,Pathogenic,promoter,threshold_keep_0.50,0.6184341786960685,0.0009088213517928212,0.04079366584998553,0.03988484449819271,0.008490308362390724,0.6649109709783662
HBB,VCV000015471,True,Pathogenic,promoter,window_40,0.1805294485857572,0.008284221010285128,0.06988272936259456,0.07816695037287968,0.02692932232171063,0.3597808697022368
HBB,VCV000015471,True,Pathogenic,promoter,window_30,0.623326583383278,0.016199037535572086,0.08388831327761972,0.10008735081319181,0.06417200931110197,0.7076020161853404
HBB,VCV000015471,True,Pathogenic,promoter,coverage_keep_0.75,0.7535557038507454,0.006837011121374588,0.03270030593570137,0.02586329481432678,0.03430669165403783,0.8402954035462803
HBB,VCV000015471,True,Pathogenic,promoter,coverage_keep_0.50,1.4849732645531586,0.004693025162443892,0.020490250992443865,0.015797225829999973,0.030144324441130195,1.1866890506906749
HBB,VCV000015471,True,Pathogenic,promoter,degree_preserving_null,1.00228648723626,0.0019738063167050427,0.0024493237577686293,0.00047551744106358665,0.010536224395542077,0.9758313744623245
HBB,VCV000015471,True,Pathogenic,promoter,weight_shuffled_null,0.9817178489087474,0.03211412133903213,0.03708872132630947,0.004974599987277339,0.0647432132816552,0.9854982604034789
HBB,VCV000869288,True,Pathogenic,promoter,baseline,0.10797255162252634,0.0004228598761976607,0.04276603770158419,0.04234317782538653,0.010867906576228166,0.24224227353065567
HBB,VCV000869288,True,Pathogenic,promoter,threshold_keep_0.75,0.24276217583718512,0.00047057304826940427,0.042784666249389036,0.04231409320111963,0.010479785065815381,0.4546698625873393
HBB,VCV000869288,True,Pathogenic,promoter,threshold_keep_0.50,0.7799281987531999,0.0011879669483264715,0.04078280241511091,0.03959483546678444,0.008561990599966412,0.8865587919173858
HBB,VCV000869288,True,Pathogenic,promoter,window_40,0.5074129380131873,0.009870281698343336,0.06891941260272758,0.07878969430107091,0.023819730421295243,0.5500338408110713
HBB,VCV000869288,True,Pathogenic,promoter,window_30,0.6003651343540911,0.022342581744736995,0.0784549523565807,0.1007975341013177,0.055862773439757,0.6725796798933809
HBB,VCV000869288,True,Pathogenic,promoter,coverage_keep_0.75,1.4019708594197755,0.01410227887009708,0.01071996447227664,0.02482224334237372,0.014071325191439,1.0514566616763068
HBB,VCV000869288,True,Pathogenic,promoter,coverage_keep_0.50,1.4111162463808524,0.0008991702318352814,0.008640860850704826,0.009540031082540108,0.007349880274628729,1.2122136148071068
HBB,VCV000869288,True,Pathogenic,promoter,degree_preserving_null,1.0541791001180156,0.003298604622284809,0.0003037293973893053,0.0036023340196741143,0.0028467301205568974,1.0734460980442013
HBB,VCV000869288,True,Pathogenic,promoter,weight_shuffled_null,1.0872047979014654,0.007416449726724672,0.03719228020982279,0.02977583048309812,0.09620149896218981,0.9903282341066532
HBB,VCV000869290,True,Pathogenic,promoter,baseline,0.3414444417934759,0.00019240053279601793,0.04359983191926795,0.04379223245206397,0.01114798240063168,0.46313909722107777
HBB,VCV000869290,True,Pathogenic,promoter,threshold_keep_0.75,0.5004091901931286,0.00017383571166559864,0.04363244676732702,0.04380628247899262,0.010788189156190814,0.682904703117544
HBB,VCV000869290,True,Pathogenic,promoter,threshold_keep_0.50,0.3425917482489045,0.0005766545949118934,0.041729668751607066,0.04115301415669517,0.008536766101323055,0.4706020612964307
HBB,VCV000869290,True,Pathogenic,promoter,window_40,0.3379346742881648,0.012753200059048841,0.06932461666339444,0.08207781672244328,0.023220858138171773,0.5489461975705985
HBB,VCV000869290,True,Pathogenic,promoter,window_30,0.579958904027207,0.021437165549343884,0.07750668283491502,0.0989438483842589,0.061743134524615675,0.6425028085438779
HBB,VCV000869290,True,Pathogenic,promoter,coverage_keep_0.75,0.7502098320288814,0.0067139648207814664,0.03131041697212894,0.024596452151347474,0.019415509335270364,1.0977745544551587
HBB,VCV000869290,True,Pathogenic,promoter,coverage_keep_0.50,0.5168492888109029,0.010013370051807868,0.004412924242679894,0.014426294294487762,0.01870253211298687,0.7404418445334873
HBB,VCV000869290,True,Pathogenic,promoter,degree_preserving_null,1.0243944745902818,0.006869286788122333,0.008083331572320145,0.0012140447841978127,0.004813307044614888,0.9999661703263024
HBB,VCV000869290,True,Pathogenic,promoter,weight_shuffled_null,1.0437677435631096,0.026601231933629343,0.04792135132917463,0.02132011939554529,0.04153480931511911,0.9795922525384392
HBB,VCV000015466,True,Pathogenic,promoter,baseline,0.7032361719265435,0.0002902770059813736,0.04252984947962932,0.04282012648561069,0.011376483608511852,0.8375267341043949
HBB,VCV000015466,True,Pathogenic,promoter,threshold_keep_0.75,0.1856608900847722,0.0001985063242542634,0.04255825618711894,0.042756762511373204,0.010996262175694944,0.4064017524144214
HBB,VCV000015466,True,Pathogenic,promoter,threshold_keep_0.50,0.6568071642901091,0.00019549178741645745,0.04075876663248082,0.04056327484506436,0.00885375577016987,0.7136775099245555
HBB,VCV000015466,True,Pathogenic,promoter,window_40,0.5209356336221289,0.011340937860256986,0.07045730366021062,0.08179824152046761,0.020787133999927983,0.5830295961804571
HBB,VCV000015466,True,Pathogenic,promoter,window_30,0.5604949182664546,0.017809481398636112,0.07949689679977301,0.09730637819840912,0.059597062529899394,0.6064396054323559
HBB,VCV000015466,True,Pathogenic,promoter,coverage_keep_0.75,1.033899043154442,0.0019595245972408165,0.03131845378730568,0.0332779783845465,0.011937681583142401,1.240391593714302
HBB,VCV000015466,True,Pathogenic,promoter,coverage_keep_0.50,1.1997728886094197,0.016097530930630807,0.0041628639485785605,0.020260394879209366,0.04271849885951225,0.9324701043249429
HBB,VCV000015466,True,Pathogenic,promoter,degree_preserving_null,1.1172626612659275,0.0014652467622204121,0.0017462241543232196,0.0002809773921028075,0.0016611420751915422,1.050199672659477
HBB,VCV000015466,True,Pathogenic,promoter,weight_shuffled_null,1.0459154913233166,0.002710678568641267,0.018041065597131367,0.020751744165772634,0.042457126928471034,0.9993859725810689
HBB,VCV000801184,True,Pathogenic,promoter,baseline,0.6815865760435227,0.0005604872451589193,0.04104457481700497,0.04048408757184605,0.010579501240284374,0.6656496902950446
HBB,VCV000801184,True,Pathogenic,promoter,threshold_keep_0.75,0.5132541528186747,0.0006248021086752223,0.04107078270209236,0.040445980593417134,0.010206885889280929,0.4545383294400093
HBB,VCV000801184,True,Pathogenic,promoter,threshold_keep_0.50,0.3743856575462237,0.001002922704006405,0.039066496590887,0.03806357388688059,0.008247239154483063,0.23983223663523257
HBB,VCV000801184,True,Pathogenic,promoter,window_40,0.5186902475329963,0.007710922896737277,0.06833084120517224,0.07604176410190952,0.024486627721662726,0.5705594806443508
HBB,VCV000801184,True,Pathogenic,promoter,window_30,0.5861103703980889,0.01801284619748625,0.08024501786230268,0.09825786405978892,0.057606126119377335,0.6547685803503626
HBB,VCV000801184,True,Pathogenic,promoter,coverage_keep_0.75,0.8350310333431956,0.0013524966090821336,0.02599018408020485,0.027342680689286983,0.019454115494534605,0.9606320703273347
HBB,VCV000801184,True,Pathogenic,promoter,coverage_keep_0.50,0.7067734405224416,0.015460389570052292,0.019091558698820205,0.003631169128767913,0.02025653888064173,0.9109539577067776
HBB,VCV000801184,True,Pathogenic,promoter,degree_preserving_null,0.8962821315682907,0.0036011451519407742,0.00011179974584470641,0.0037129448977854806,0.008777577831752901,0.9516193185974924
HBB,VCV000801184,True,Pathogenic,promoter,weight_shuffled_null,1.1079262517590331,0.02238401706804455,0.021962938058021075,0.044346955126065624,0.058432171497981696,1.020775303061317
HBB,VCV000036284,True,Pathogenic,promoter,baseline,0.3944062157061324,0.0012994582936165303,0.04157350590002851,0.040274047606411977,0.010447604717029494,0.4514777791649688
HBB,VCV000036284,True,Pathogenic,promoter,threshold_keep_0.75,0.3940868363271049,0.0013925256037299327,0.04159115744115971,0.04019863183742978,0.010076778831757689,0.4515349982664383
HBB,VCV000036284,True,Pathogenic,promoter,threshold_keep_0.50,0.582863722122886,0.0018180650913608432,0.03960025062005053,0.037782185528689685,0.008159304548628081,0.8845326425119941
HBB,VCV000036284,True,Pathogenic,promoter,window_40,0.9437307056326617,0.004837813876828523,0.06728056909118695,0.07211838296801547,0.027246113965341597,1.054223897266565
HBB,VCV000036284,True,Pathogenic,promoter,window_30,0.8514918098734737,0.018044737849917128,0.08111670667272315,0.09916144452264028,0.06375702145832217,0.9421001689274665
HBB,VCV000036284,True,Pathogenic,promoter,coverage_keep_0.75,0.6158047577386933,0.0030060613098222104,0.03299050302951361,0.0299844417196914,0.02063359892609237,0.8854699490610097
HBB,VCV000036284,True,Pathogenic,promoter,coverage_keep_0.50,1.6815178502123451,0.0008056044728284757,0.01990321233975161,0.019097607866923133,0.012766441860989753,1.396268798826061
HBB,VCV000036284,True,Pathogenic,promoter,degree_preserving_null,0.7439172392424589,0.008786350746008682,0.008934921367720536,0.00014857062171185452,0.008720815047764681,0.8394693265953468
HBB,VCV000036284,True,Pathogenic,promoter,weight_shuffled_null,1.1299515754439704,0.02453371358180123,0.012239443326176658,0.03677315690797789,0.05353841704925895,1.0725413124152203
HBB,VCV002506212,True,Pathogenic,promoter,baseline,0.3944062157061324,0.0012994582936165303,0.04157350590002851,0.040274047606411977,0.010447604717029494,0.4514777791649688
HBB,VCV002506212,True,Pathogenic,promoter,threshold_keep_0.75,0.3940868363271049,0.0013925256037299327,0.04159115744115971,0.04019863183742978,0.010076778831757689,0.4515349982664383
HBB,VCV002506212,True,Pathogenic,promoter,threshold_keep_0.50,0.582863722122886,0.0018180650913608432,0.03960025062005053,0.037782185528689685,0.008159304548628081,0.8845326425119941
HBB,VCV002506212,True,Pathogenic,promoter,window_40,0.9437307056326617,0.004837813876828523,0.06728056909118695,0.07211838296801547,0.027246113965341597,1.054223897266565
HBB,VCV002506212,True,Pathogenic,promoter,window_30,0.8514918098734737,0.018044737849917128,0.08111670667272315,0.09916144452264028,0.06375702145832217,0.9421001689274665
HBB,VCV002506212,True,Pathogenic,promoter,coverage_keep_0.75,0.6741229827662444,0.0043739193898071765,0.02800526194529737,0.023631342555490195,0.014434106526569766,0.9888527353276216
HBB,VCV002506212,True,Pathogenic,promoter,coverage_keep_0.50,0.6338531175706872,0.01054717024723155,0.0178860567045584,0.007338886457326849,0.032308340470351554,0.8381357957550581
HBB,VCV002506212,True,Pathogenic,promoter,degree_preserving_null,1.1714113871178433,0.0026066915375403932,0.0010224822265347284,0.0036291737640751216,0.002567391748415358,1.1033486796033314
HBB,VCV002506212,True,Pathogenic,promoter,weight_shuffled_null,1.0900532667682794,0.028988390478483117,0.0416688123503518,0.012680421871868686,0.05718865814345402,1.0548269437666216
HBB,VCV000015464,True,Pathogenic,promoter,baseline,0.28219298311808444,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,0.010629496162782226,0.44892266351597354
HBB,VCV000015464,True,Pathogenic,promoter,threshold_keep_0.75,0.11346296087173599,0.00011989083283379248,0.042760319127307135,0.04264042829447334,0.010356087113050064,0.2371715598996742
HBB,VCV000015464,True,Pathogenic,promoter,threshold_keep_0.50,0.42834012653071374,0.0007173889959713534,0.04095168983322234,0.040234300837250984,0.008501064436103248,0.6612334643796545
HBB,VCV000015464,True,Pathogenic,promoter,window_40,0.6802117474101953,0.007219352645328844,0.06861132001349575,0.0758306726588246,0.025227716762210375,0.7634194051658691
HBB,VCV000015464,True,Pathogenic,promoter,window_30,0.6814874317637679,0.01837899924533823,0.08245590851278686,0.10083490775812509,0.06224072807383031,0.8022478600312171
HBB,VCV000015464,True,Pathogenic,promoter,coverage_keep_0.75,0.9130022861251708,0.00213665022118021,0.03158918706005682,0.03372583728123703,0.011438422251803602,1.034669770671868
HBB,VCV000015464,True,Pathogenic,promoter,coverage_keep_0.50,0.7198307551185874,0.01098363096831164,0.010708650394933336,0.021692281363244977,0.01938602212219928,0.8998244138519779
HBB,VCV000015464,True,Pathogenic,promoter,degree_preserving_null,0.9874173841380633,0.0021740755600982258,0.0002682967596587052,0.002442372319756931,0.0026239814700198733,1.018897202475034
HBB,VCV000015464,True,Pathogenic,promoter,weight_shuffled_null,1.1129064163319027,0.07460556419233111,0.04263290229069838,0.11723846648302949,0.04616619002601008,1.044951363617323
HBB,VCV000036285,True,Pathogenic,promoter,baseline,0.28219298311808444,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,0.010629496162782226,0.44892266351597354
HBB,VCV000036285,True,Pathogenic,promoter,threshold_keep_0.75,0.11346296087173599,0.00011989083283379248,0.042760319127307135,0.04264042829447334,0.010356087113050064,0.2371715598996742
HBB,VCV000036285,True,Pathogenic,promoter,threshold_keep_0.50,0.42834012653071374,0.0007173889959713534,0.04095168983322234,0.040234300837250984,0.008501064436103248,0.6612334643796545
HBB,VCV000036285,True,Pathogenic,promoter,window_40,0.6802117474101953,0.007219352645328844,0.06861132001349575,0.0758306726588246,0.025227716762210375,0.7634194051658691
HBB,VCV000036285,True,Pathogenic,promoter,window_30,0.6814874317637679,0.01837899924533823,0.08245590851278686,0.10083490775812509,0.06224072807383031,0.8022478600312171
HBB,VCV000036285,True,Pathogenic,promoter,coverage_keep_0.75,1.029151941327057,0.003521080701273875,0.028345241961007718,0.024824161259733843,0.018523496438950272,1.2519121312224615
HBB,VCV000036285,True,Pathogenic,promoter,coverage_keep_0.50,1.2462184612317926,0.0005588654339186514,0.015070031482490422,0.01451116604857177,0.022873247493198294,1.0622390074819528
HBB,VCV000036285,True,Pathogenic,promoter,degree_preserving_null,1.1080892293342959,0.002688868255979809,0.0035909349210885497,0.0009020666651087405,0.0038933735062214266,1.0195306649841305
HBB,VCV000036285,True,Pathogenic,promoter,weight_shuffled_null,1.1383902899149818,0.014831416767615568,0.02276163788458163,0.007930221116966063,0.0970547984297317,0.9694321415187456
HBB,VCV000036287,True,Pathogenic,promoter,baseline,0.28219298311808444,2.408305665384247e-06,0.042750490054983166,0.04274808174931778,0.010629496162782226,0.44892266351597354
HBB,VCV000036287,True,Pathogenic,promoter,threshold_keep_0.75,0.11346296087173599,0.00011989083283379248,0.042760319127307135,0.04264042829447334,0.010356087113050064,0.2371715598996742
HBB,VCV000036287,True,Pathogenic,promoter,threshold_keep_0.50,0.42834012653071374,0.0007173889959713534,0.04095168983322234,0.040234300837250984,0.008501064436103248,0.6612334643796545
HBB,VCV000036287,True,Pathogenic,promoter,window_40,0.6802117474101953,0.007219352645328844,0.06861132001349575,0.0758306726588246,0.025227716762210375,0.7634194051658691
HBB,VCV000036287,True,Pathogenic,promoter,window_30,0.6814874317637679,0.01837899924533823,0.08245590851278686,0.10083490775812509,0.06224072807383031,0.8022478600312171
HBB,VCV000036287,True,Pathogenic,promoter,coverage_keep_0.75,0.6369348601033515,0.0008263288852448439,0.031633061365073684,0.03080673247982884,0.0316611743922435,0.7404328980935883
HBB,VCV000036287,True,Pathogenic,promoter,coverage_keep_0.50,1.3208807288035205,0.010740452940330202,0.005026801522553101,0.015767254462883303,0.025917424268946276,1.0540667698771027
HBB,VCV000036287,True,Pathogenic,promoter,degree_preserving_null,1.028146734315688,0.00013874597381957707,0.002834251613331866,0.002972997587151443,0.00578900191522589,1.0656807387090557
HBB,VCV000036287,True,Pathogenic,promoter,weight_shuffled_null,1.1394387605784606,0.004956426666123059,0.04595974457585883,0.04100331790973577,0.11128107771295283,1.0133835809535874
HBB,VCV000393701,True,Pathogenic,promoter,baseline,0.11356417345727565,0.0004679224037042323,0.041959258586480294,0.04149133618277606,0.010501927521869372,0.23712906617409146
HBB,VCV000393701,True,Pathogenic,promoter,threshold_keep_0.75,0.33083927180573225,0.0006226987313657714,0.04197999011844514,0.041357291387079366,0.01019142713910038,0.44300120289557693
HBB,VCV000393701,True,Pathogenic,promoter,threshold_keep_0.50,0.42803613921045397,0.000812723287321522,0.04014031069137526,0.03932758740405374,0.008415191614831584,0.6609241586495491
HBB,VCV000393701,True,Pathogenic,promoter,window_40,0.5340325240357856,0.006440735116272814,0.0706894822154306,0.07713021733170342,0.027045606328341402,0.6018357334031087
HBB,VCV000393701,True,Pathogenic,promoter,window_30,0.32294504277861247,0.015455105967789665,0.08689685627264546,0.10235196224043512,0.062146047436053536,0.5572509387836965
HBB,VCV000393701,True,Pathogenic,promoter,coverage_keep_0.75,0.5133325731862286,0.0031677074806159243,0.026231537813568764,0.029399245294184688,0.013397540589261717,0.7687024292062482
HBB,VCV000393701,True,Pathogenic,promoter,coverage_keep_0.50,1.2906080252914067,0.01007712021659983,0.01733364589618455,0.007256525679584718,0.014261047268995809,1.1210988736234673
HBB,VCV000393701,True,Pathogenic,promoter,degree_preserving_null,0.9960932809800347,0.0019058550319811388,7.791221257774125e-05,0.00198376724455888,0.002338966665045916,0.9716334472574365
HBB,VCV000393701,True,Pathogenic,promoter,weight_shuffled_null,1.136601606592641,0.0011175958366091698,0.0159230032095298,0.014805407372920631,0.10076196545380373,1.020900684890375
HBB,VCV000015514,True,Pathogenic,promoter,baseline,0.13987007213672006,0.0009003511402367881,0.04277842168460732,0.04187807054437053,0.011659991306457118,0.2968849972339065
HBB,VCV000015514,True,Pathogenic,promoter,threshold_keep_0.75,0.3768635651794534,0.0009997395903522527,0.04280923862999188,0.041809499039639625,0.011260853590655385,0.7020392113317189
HBB,VCV000015514,True,Pathogenic,promoter,threshold_keep_0.50,0.34431169705374043,0.0014846591218756894,0.04088588426448926,0.03940122514261357,0.00907476418629228,0.641311523253778
HBB,VCV000015514,True,Pathogenic,promoter,window_40,0.559914604092523,0.006219309157645181,0.07070827345604302,0.0769275826136882,0.03048489702193853,0.6445890772170111
HBB,VCV000015514,True,Pathogenic,promoter,window_30,0.802334202711068,0.017390313797916418,0.08214869485038115,0.09953900864829757,0.06660051777229158,0.8478417157512692
