Position,Bin,Effect_Level,Effect_Strength,SSIM,Delta_SSIM,Near_Enhancer,Near_CTCF,Enhancer_Dist,CTCF_Dist,In_BRCA1_Gene
43004000,104,severe,0.1,0.9883,0.0117,true,true,3000,47,false
43004000,104,strong,0.3,0.9894,0.0106,true,true,3000,47,false
43004000,104,moderate,0.5,0.9985,0.0015,true,true,3000,47,false
43004000,104,weak,0.8,0.9998,0.0002,true,true,3000,47,false
43006000,106,severe,0.1,0.9674,0.0326,true,true,1000,741,false
43006000,106,strong,0.3,0.9786,0.0214,true,true,1000,741,false
43006000,106,moderate,0.5,0.9921,0.0079,true,true,1000,741,false
43006000,106,weak,0.8,0.9988,0.0012,true,true,1000,741,false
43008000,108,severe,0.1,0.9695,0.0305,true,true,1000,1259,false
43008000,108,strong,0.3,0.9821,0.0179,true,true,1000,1259,false
43008000,108,moderate,0.5,0.9919,0.0081,true,true,1000,1259,false
43008000,108,weak,0.8,0.9988,0.0012,true,true,1000,1259,false
43010000,110,severe,0.1,0.9937,0.0063,true,false,3000,3259,false
43010000,110,strong,0.3,0.9966,0.0034,true,false,3000,3259,false
43010000,110,moderate,0.5,0.9983,0.0017,true,false,3000,3259,false
43010000,110,weak,0.8,0.9998,0.0002,true,false,3000,3259,false
43012000,112,severe,0.1,0.9967,0.0033,false,false,5000,5259,false
43012000,112,strong,0.3,0.9983,0.0017,false,false,5000,5259,false
43012000,112,moderate,0.5,0.9992,0.0008,false,false,5000,5259,false
43012000,112,weak,0.8,0.9999,0.0001,false,false,5000,5259,false
43014000,114,severe,0.1,0.9969,0.0031,false,false,7000,7259,false
43014000,114,strong,0.3,0.9983,0.0017,false,false,7000,7259,false
43014000,114,moderate,0.5,0.9992,0.0008,false,false,7000,7259,false
43014000,114,weak,0.8,0.9999,0.0001,false,false,7000,7259,false
43016000,116,severe,0.1,0.9968,0.0032,false,false,5500,8579,false
43016000,116,strong,0.3,0.9983,0.0017,false,false,5500,8579,false
43016000,116,moderate,0.5,0.9992,0.0008,false,false,5500,8579,false
43016000,116,weak,0.8,0.9999,0.0001,false,false,5500,8579,false
43018000,118,severe,0.1,0.9957,0.0043,false,false,3500,6579,false
43018000,118,strong,0.3,0.9977,0.0023,false,false,3500,6579,false
43018000,118,moderate,0.5,0.9989,0.0011,false,false,3500,6579,false
43018000,118,weak,0.8,0.9998,0.0002,false,false,3500,6579,false
43020000,120,severe,0.1,0.9855,0.0145,true,false,1500,4579,false
43020000,120,strong,0.3,0.992,0.008,true,false,1500,4579,false
43020000,120,moderate,0.5,0.9961,0.0039,true,false,1500,4579,false
43020000,120,weak,0.8,0.9994,0.0006,true,false,1500,4579,false
43022000,122,severe,0.1,0.9643,0.0357,true,false,500,2579,false
43022000,122,strong,0.3,0.977,0.023,true,false,500,2579,false
43022000,122,moderate,0.5,0.991,0.009,true,false,500,2579,false
43022000,122,weak,0.8,0.9986,0.0014,true,false,500,2579,false
43024000,124,severe,0.1,0.9546,0.0454,true,true,600,579,false
43024000,124,strong,0.3,0.9723,0.0277,true,true,600,579,false
43024000,124,moderate,0.5,0.9885,0.0115,true,true,600,579,false
43024000,124,weak,0.8,0.9983,0.0017,true,true,600,579,false
43026000,126,severe,0.1,0.9758,0.0242,true,true,1400,1421,false
43026000,126,strong,0.3,0.9831,0.0169,true,true,1400,1421,false
43026000,126,moderate,0.5,0.9942,0.0058,true,true,1400,1421,false
43026000,126,weak,0.8,0.9991,0.0009,true,true,1400,1421,false
43028000,128,severe,0.1,0.9957,0.0043,false,false,3400,3421,false
43028000,128,strong,0.3,0.9977,0.0023,false,false,3400,3421,false
43028000,128,moderate,0.5,0.9989,0.0011,false,false,3400,3421,false
43028000,128,weak,0.8,0.9998,0.0002,false,false,3400,3421,false
43030000,130,severe,0.1,0.997,0.003,false,false,5400,5421,false
43030000,130,strong,0.3,0.9984,0.0016,false,false,5400,5421,false
43030000,130,moderate,0.5,0.9992,0.0008,false,false,5400,5421,false
43030000,130,weak,0.8,0.9999,0.0001,false,false,5400,5421,false
43032000,132,severe,0.1,0.9968,0.0032,false,false,7400,7421,false
43032000,132,strong,0.3,0.9983,0.0017,false,false,7400,7421,false
43032000,132,moderate,0.5,0.9992,0.0008,false,false,7400,7421,false
43032000,132,weak,0.8,0.9999,0.0001,false,false,7400,7421,false
43034000,134,severe,0.1,0.997,0.003,false,false,9400,8287,false
43034000,134,strong,0.3,0.9984,0.0016,false,false,9400,8287,false
43034000,134,moderate,0.5,0.9992,0.0008,false,false,9400,8287,false
43034000,134,weak,0.8,0.9999,0.0001,false,false,9400,8287,false
43036000,136,severe,0.1,0.9968,0.0032,false,false,11400,6287,false
43036000,136,strong,0.3,0.9983,0.0017,false,false,11400,6287,false
43036000,136,moderate,0.5,0.9992,0.0008,false,false,11400,6287,false
43036000,136,weak,0.8,0.9999,0.0001,false,false,11400,6287,false
43038000,138,severe,0.1,0.9962,0.0038,false,false,13400,4287,false
43038000,138,strong,0.3,0.9979,0.0021,false,false,13400,4287,false
43038000,138,moderate,0.5,0.999,0.001,false,false,13400,4287,false
43038000,138,weak,0.8,0.9998,0.0002,false,false,13400,4287,false
43040000,140,severe,0.1,0.9945,0.0055,false,false,15400,2287,false
43040000,140,strong,0.3,0.9952,0.0048,false,false,15400,2287,false
43040000,140,moderate,0.5,0.9992,0.0008,false,false,15400,2287,false
43040000,140,weak,0.8,0.9999,0.0001,false,false,15400,2287,false
43042000,142,severe,0.1,0.9944,0.0056,false,true,17400,287,false
43042000,142,strong,0.3,0.9952,0.0048,false,true,17400,287,false
43042000,142,moderate,0.5,0.9992,0.0008,false,true,17400,287,false
43042000,142,weak,0.8,0.9999,0.0001,false,true,17400,287,false
43044000,144,severe,0.1,0.9946,0.0054,false,true,19400,1713,false
43044000,144,strong,0.3,0.9953,0.0047,false,true,19400,1713,false
43044000,144,moderate,0.5,0.9992,0.0008,false,true,19400,1713,false
43044000,144,weak,0.8,0.9999,0.0001,false,true,19400,1713,false
43046000,146,severe,0.1,0.9966,0.0034,false,false,21400,3713,true
43046000,146,strong,0.3,0.9982,0.0018,false,false,21400,3713,true
43046000,146,moderate,0.5,0.9991,0.0009,false,false,21400,3713,true
43046000,146,weak,0.8,0.9999,0.0001,false,false,21400,3713,true
43048000,148,severe,0.1,0.9965,0.0035,false,false,23400,5713,true
43048000,148,strong,0.3,0.9981,0.0019,false,false,23400,5713,true
43048000,148,moderate,0.5,0.9991,0.0009,false,false,23400,5713,true
43048000,148,weak,0.8,0.9999,0.0001,false,false,23400,5713,true
43050000,150,severe,0.1,0.9958,0.0042,false,false,25400,7713,true
43050000,150,strong,0.3,0.9977,0.0023,false,false,25400,7713,true
43050000,150,moderate,0.5,0.9989,0.0011,false,false,25400,7713,true
43050000,150,weak,0.8,0.9998,0.0002,false,false,25400,7713,true
43052000,152,severe,0.1,0.9958,0.0042,false,false,27400,9713,true
43052000,152,strong,0.3,0.9977,0.0023,false,false,27400,9713,true
43052000,152,moderate,0.5,0.9989,0.0011,false,false,27400,9713,true
43052000,152,weak,0.8,0.9998,0.0002,false,false,27400,9713,true
43054000,154,severe,0.1,0.9958,0.0042,false,false,29400,11713,true
43054000,154,strong,0.3,0.9977,0.0023,false,false,29400,11713,true
43054000,154,moderate,0.5,0.9989,0.0011,false,false,29400,11713,true
43054000,154,weak,0.8,0.9998,0.0002,false,false,29400,11713,true
43056000,156,severe,0.1,0.9961,0.0039,false,false,31400,13713,true
43056000,156,strong,0.3,0.9979,0.0021,false,false,31400,13713,true
43056000,156,moderate,0.5,0.999,0.001,false,false,31400,13713,true
43056000,156,weak,0.8,0.9998,0.0002,false,false,31400,13713,true
43058000,158,severe,0.1,0.9956,0.0044,false,false,33400,15713,true
43058000,158,strong,0.3,0.9976,0.0024,false,false,33400,15713,true
43058000,158,moderate,0.5,0.9988,0.0012,false,false,33400,15713,true
43058000,158,weak,0.8,0.9998,0.0002,false,false,33400,15713,true
43060000,160,severe,0.1,0.9952,0.0048,false,false,35400,17713,true
43060000,160,strong,0.3,0.9974,0.0026,false,false,35400,17713,true
43060000,160,moderate,0.5,0.9987,0.0013,false,false,35400,17713,true
43060000,160,weak,0.8,0.9998,0.0002,false,false,35400,17713,true
43062000,162,severe,0.1,0.9954,0.0046,false,false,37400,19713,true
43062000,162,strong,0.3,0.9975,0.0025,false,false,37400,19713,true
43062000,162,moderate,0.5,0.9988,0.0012,false,false,37400,19713,true
43062000,162,weak,0.8,0.9998,0.0002,false,false,37400,19713,true
43064000,164,severe,0.1,0.9954,0.0046,false,false,39400,21710,true
43064000,164,strong,0.3,0.9975,0.0025,false,false,39400,21710,true
43064000,164,moderate,0.5,0.9988,0.0012,false,false,39400,21710,true
43064000,164,weak,0.8,0.9998,0.0002,false,false,39400,21710,true
43066000,166,severe,0.1,0.9957,0.0043,false,false,41400,19710,true
43066000,166,strong,0.3,0.9977,0.0023,false,false,41400,19710,true
43066000,166,moderate,0.5,0.9989,0.0011,false,false,41400,19710,true
43066000,166,weak,0.8,0.9998,0.0002,false,false,41400,19710,true
43068000,168,severe,0.1,0.9954,0.0046,false,false,43400,17710,true
43068000,168,strong,0.3,0.9975,0.0025,false,false,43400,17710,true
43068000,168,moderate,0.5,0.9988,0.0012,false,false,43400,17710,true
43068000,168,weak,0.8,0.9998,0.0002,false,false,43400,17710,true
43070000,170,severe,0.1,0.995,0.005,false,false,45400,15710,true
43070000,170,strong,0.3,0.9973,0.0027,false,false,45400,15710,true
43070000,170,moderate,0.5,0.9987,0.0013,false,false,45400,15710,true
43070000,170,weak,0.8,0.9998,0.0002,false,false,45400,15710,true
43072000,172,severe,0.1,0.9936,0.0064,false,false,47400,13710,true
43072000,172,strong,0.3,0.9965,0.0035,false,false,47400,13710,true
43072000,172,moderate,0.5,0.9983,0.0017,false,false,47400,13710,true
43072000,172,weak,0.8,0.9997,0.0003,false,false,47400,13710,true
43074000,174,severe,0.1,0.9927,0.0073,false,false,49400,11710,true
43074000,174,strong,0.3,0.996,0.004,false,false,49400,11710,true
43074000,174,moderate,0.5,0.9981,0.0019,false,false,49400,11710,true
43074000,174,weak,0.8,0.9997,0.0003,false,false,49400,11710,true
43076000,176,severe,0.1,0.9937,0.0063,false,false,49364,9710,true
43076000,176,strong,0.3,0.9965,0.0035,false,false,49364,9710,true
43076000,176,moderate,0.5,0.9983,0.0017,false,false,49364,9710,true
43076000,176,weak,0.8,0.9997,0.0003,false,false,49364,9710,true
43078000,178,severe,0.1,0.9953,0.0047,false,false,47364,7710,true
43078000,178,strong,0.3,0.9975,0.0025,false,false,47364,7710,true
43078000,178,moderate,0.5,0.9988,0.0012,false,false,47364,7710,true
43078000,178,weak,0.8,0.9998,0.0002,false,false,47364,7710,true
43080000,180,severe,0.1,0.9954,0.0046,false,false,45364,5710,true
43080000,180,strong,0.3,0.9975,0.0025,false,false,45364,5710,true
43080000,180,moderate,0.5,0.9988,0.0012,false,false,45364,5710,true
43080000,180,weak,0.8,0.9998,0.0002,false,false,45364,5710,true
43082000,182,severe,0.1,0.9963,0.0037,false,false,43364,3710,true
43082000,182,strong,0.3,0.998,0.002,false,false,43364,3710,true
43082000,182,moderate,0.5,0.999,0.001,false,false,43364,3710,true
43082000,182,weak,0.8,0.9998,0.0002,false,false,43364,3710,true
43084000,184,severe,0.1,0.9922,0.0078,false,true,41364,1710,true
43084000,184,strong,0.3,0.9929,0.0071,false,true,41364,1710,true
43084000,184,moderate,0.5,0.999,0.001,false,true,41364,1710,true
43084000,184,weak,0.8,0.9998,0.0002,false,true,41364,1710,true
43086000,186,severe,0.1,0.9923,0.0077,false,true,39364,290,true
43086000,186,strong,0.3,0.993,0.007,false,true,39364,290,true
43086000,186,moderate,0.5,0.9991,0.0009,false,true,39364,290,true
43086000,186,weak,0.8,0.9999,0.0001,false,true,39364,290,true
43088000,188,severe,0.1,0.9956,0.0044,false,false,37364,2290,true
43088000,188,strong,0.3,0.9976,0.0024,false,false,37364,2290,true
43088000,188,moderate,0.5,0.9988,0.0012,false,false,37364,2290,true
43088000,188,weak,0.8,0.9998,0.0002,false,false,37364,2290,true
43090000,190,severe,0.1,0.9953,0.0047,false,false,35364,4290,true
43090000,190,strong,0.3,0.9974,0.0026,false,false,35364,4290,true
43090000,190,moderate,0.5,0.9988,0.0012,false,false,35364,4290,true
43090000,190,weak,0.8,0.9998,0.0002,false,false,35364,4290,true
43092000,192,severe,0.1,0.9958,0.0042,false,false,33364,6290,true
43092000,192,strong,0.3,0.9977,0.0023,false,false,33364,6290,true
43092000,192,moderate,0.5,0.9989,0.0011,false,false,33364,6290,true
43092000,192,weak,0.8,0.9998,0.0002,false,false,33364,6290,true
43094000,194,severe,0.1,0.9967,0.0033,false,false,31364,8290,true
43094000,194,strong,0.3,0.9982,0.0018,false,false,31364,8290,true
43094000,194,moderate,0.5,0.9991,0.0009,false,false,31364,8290,true
43094000,194,weak,0.8,0.9999,0.0001,false,false,31364,8290,true
43096000,196,severe,0.1,0.996,0.004,false,false,29364,10290,true
43096000,196,strong,0.3,0.9978,0.0022,false,false,29364,10290,true
43096000,196,moderate,0.5,0.9989,0.0011,false,false,29364,10290,true
